,,pr
2430,False,99.17371578479646
2430,True,270.7358242972987
2431,False,99.4403053964561
2431,True,612.1040956611978
2432,False,49.684220879044005
2432,True,403.2904195744777
2433,False,72.76472456807141
2433,True,362.8289255546406
2434,False,44.60878371189665
2434,True,548.9087219524663
2435,False,78.32688921698718
2435,True,254.7688861435745
2436,False,86.18900095952995
2436,True,388.5649236064637
2437,False,52.4799217690088
2437,True,305.7599964842666
2438,False,80.49219618405914
2438,True,374.0026587329339
2439,False,87.00330291321734
2439,True,315.73248768690974
2440,False,59.33961588125385
2440,True,245.0573534995783
2441,False,56.69672230637843
2441,True,474.0574090741575
2442,False,59.58120267150662
2442,True,280.7576753097237
2443,False,68.27932620581123
2443,True,250.8310605328461
2444,False,101.31545327680556
2444,True,425.01270159264095
2445,False,174.18714393679693
2445,True,369.0609591489192
2446,False,60.2991336431387
2446,True,335.2761635062052
2447,False,93.06006273982348
2447,True,498.85536768852035
2448,False,107.53004734833667
2448,True,526.6863643017132
2449,False,98.23476522342389
2449,True,356.6169449564768
2450,False,57.6594474943704
2450,True,359.44638610162656
2451,False,63.463088217213226
2451,True,337.0867826772155
2452,False,61.26301578424318
2452,True,372.06989207770675
2453,False,75.12350163851806
2453,True,312.0548805221915
2454,False,90.24314524954207
2454,True,341.58185226260684
2455,False,92.68325470051195
2455,True,403.71522737987107
2456,False,46.81756165518891
2456,True,222.14143272358342
2457,False,79.9282877062069
2457,True,469.04079083469696
2458,False,101.44004632784345
2458,True,557.0593455224298
2459,False,110.56946172693642
2459,True,304.39771297678817
