,,pr
1,False,37.16427154286066
1,True,202.39116551092593
2,False,45.11697401259198
2,True,401.00702609634027
3,False,7.602405517582156
3,True,459.40838639508
4,False,18.054988944504657
4,True,334.01143545052037
5,False,22.023494826356682
5,True,347.74104278330924
6,False,41.68750502153671
6,True,378.1342479516752
7,False,33.58407527280178
7,True,347.7877030047239
8,False,26.74106643234495
8,True,347.5671016203705
9,False,15.27363225601448
9,True,280.6305010803044
10,False,12.582390147872502
10,True,289.0305223118048
11,False,30.568088057771092
11,True,224.5895536034368
12,False,30.869613551266184
12,True,521.9024072110187
13,False,9.236946171961335
13,True,334.0345270502439
14,False,32.62543353654337
14,True,532.3722678178456
15,False,22.705703485200956
15,True,366.54434797674185
16,False,44.65229025984172
16,True,351.01194076705724
17,False,24.208286578004845
17,True,455.3248284086294
18,False,27.280299079973247
18,True,199.11101605721342
19,False,9.048892876171521
19,True,319.5029203365266
20,False,30.308673109266238
20,True,166.02026342006866
21,False,40.41800661357229
21,True,406.6894408024382
22,False,28.165947240580635
22,True,366.4711725868983
23,False,27.887806025739792
23,True,340.3790038493753
24,False,55.89580244500212
24,True,282.9333716981637
25,False,58.156753036371356
25,True,121.29446287508472
26,False,36.21472099875973
26,True,363.30917759660224
27,False,35.06190844716457
27,True,441.27329747134354
28,False,14.953696956411022
28,True,388.7936574865307
29,False,20.093642789538535
29,True,459.7237674985081
30,False,19.29336958452268
30,True,446.11980404297356
